date,open,close,high,low,vol
2023-11-08,3610.64,3611.07,3627.05,3591.82,110594230.0
2023-11-09,3603.11,3612.83,3624.41,3601.37,111872057.0
2023-11-10,3596.07,3586.49,3599.45,3576.1,102107034.0
2023-11-13,3593.91,3579.41,3599.39,3562.77,96707649.0
2023-11-14,3581.1,3582.06,3600.15,3568.88,100884158.0
2023-11-15,3616.88,3607.25,3620.6,3596.92,104929218.0
2023-11-16,3600.98,3572.36,3605.29,3572.36,87464780.0
2023-11-17,3561.31,3568.07,3573.68,3547.03,87319207.0
2023-11-20,3569.73,3576.32,3586.97,3545.1,91080445.0
2023-11-21,3587.88,3581.07,3615.06,3575.68,108594314.0
2023-11-22,3569.44,3544.42,3574.38,3544.42,84784381.0
2023-11-23,3541.44,3561.52,3562.07,3529.94,84800167.0
2023-11-24,3560.65,3538.01,3560.65,3534.0,85018403.0
2023-11-27,3534.44,3511.94,3534.44,3492.86,99102314.0
2023-11-28,3510.66,3518.52,3521.05,3501.11,89335789.0
2023-11-29,3518.88,3488.31,3519.2,3482.24,98841412.0
2023-11-30,3485.52,3496.2,3505.13,3481.45,101350820.0
2023-12-01,3494.22,3482.88,3494.22,3452.17,108530941.0
2023-12-04,3481.04,3460.14,3488.13,3459.61,97156826.0
2023-12-05,3450.09,3394.26,3450.09,3393.81,100472007.0
2023-12-06,3387.88,3399.6,3420.28,3382.95,105805519.0
2023-12-07,3394.31,3391.28,3404.41,3369.77,97713248.0
2023-12-08,3391.86,3399.46,3409.38,3383.45,129522054.0
2023-12-11,3378.05,3419.45,3426.61,3346.89,139626249.0
2023-12-12,3410.0,3426.8,3427.55,3406.1,105590013.0
2023-12-13,3418.64,3369.61,3418.64,3369.61,95285367.0
2023-12-14,3387.38,3351.96,3399.14,3350.76,83655135.0
2023-12-15,3365.94,3341.55,3388.5,3339.52,97787783.0
2023-12-18,3329.19,3329.37,3352.35,3314.91,90526826.0
2023-12-19,3325.66,3334.04,3345.78,3313.19,83808118.0
2023-12-20,3334.33,3297.5,3338.54,3297.37,92412868.0
2023-12-21,3285.6,3330.87,3339.36,3283.99,102546198.0
2023-12-22,3329.47,3337.23,3359.06,3315.9,105220133.0
2023-12-25,3330.33,3347.45,3348.88,3330.33,74542693.0
2023-12-26,3345.4,3324.79,3345.42,3315.94,74732935.0
2023-12-27,3326.93,3336.36,3341.27,3309.67,94403928.0
2023-12-28,3335.56,3414.54,3423.4,3331.21,148064851.0
2023-12-29,3411.11,3431.11,3432.54,3409.58,114928932.0
2024-01-02,3426.27,3386.35,3426.27,3386.35,116180726.0
2024-01-03,3379.75,3378.3,3392.85,3362.66,105613851.0
2024-01-04,3375.02,3347.05,3375.02,3323.86,106721013.0
2024-01-05,3341.31,3329.11,3372.54,3313.55,126400574.0
2024-01-08,3322.61,3286.06,3333.52,3283.34,117429485.0
2024-01-09,3286.71,3292.5,3304.6,3273.84,109330465.0
2024-01-10,3281.67,3277.13,3312.92,3268.25,94199366.0
2024-01-11,3275.31,3295.67,3311.11,3266.79,108789735.0
2024-01-12,3284.36,3284.17,3310.47,3279.7,96853555.0
2024-01-15,3270.1,3280.92,3306.92,3261.27,88851530.0
2024-01-16,3272.57,3300.88,3300.88,3260.44,113276665.0
2024-01-17,3291.14,3229.08,3291.14,3229.08,108769728.0
2024-01-18,3214.28,3274.73,3279.25,3171.63,174909168.0
2024-01-19,3261.24,3269.78,3286.94,3251.81,118501408.0
2024-01-22,3262.47,3218.9,3281.42,3193.18,148705628.0
2024-01-23,3208.43,3231.93,3249.53,3188.13,122012000.0
2024-01-24,3245.96,3277.11,3281.49,3190.47,154371954.0
2024-01-25,3274.34,3342.92,3344.24,3269.79,196833614.0
2024-01-26,3326.65,3333.82,3351.97,3315.13,180664005.0
2024-01-29,3335.39,3303.96,3351.37,3303.96,184164795.0
2024-01-30,3283.9,3245.04,3300.2,3244.97,143649350.0
2024-01-31,3231.54,3215.35,3252.15,3201.93,153143469.0
2024-02-01,3202.26,3217.71,3251.76,3191.9,145516792.0
2024-02-02,3219.87,3179.63,3235.41,3108.35,173758089.0
2024-02-05,3164.25,3200.42,3233.85,3111.52,203042970.0
2024-02-06,3185.25,3311.69,3314.51,3182.82,202713099.0
2024-02-07,3314.03,3343.63,3343.63,3289.67,216647933.0
2024-02-08,3351.41,3364.93,3367.21,3336.98,189977578.0
2024-02-19,3393.19,3403.81,3403.81,3364.14,183319800.0
2024-02-20,3395.19,3410.85,3415.89,3380.1,140734581.0
2024-02-21,3390.36,3456.87,3500.13,3383.69,188879362.0
2024-02-22,3450.35,3486.67,3486.68,3448.41,141020784.0
2024-02-23,3491.34,3489.74,3507.56,3472.97,144821273.0
2024-02-26,3485.54,3453.36,3492.61,3445.39,151248331.0
2024-02-27,3440.05,3494.79,3494.79,3437.44,139528246.0
2024-02-28,3499.83,3450.26,3521.66,3450.26,189837548.0
2024-02-29,3437.9,3516.08,3516.08,3437.9,155944532.0
2024-03-01,3515.06,3537.8,3544.36,3503.46,162709570.0
2024-03-04,3538.37,3540.87,3548.69,3519.76,163244613.0
2024-03-05,3524.96,3565.51,3570.69,3519.08,166422389.0
2024-03-06,3556.53,3551.05,3577.39,3545.1,143076613.0
2024-03-07,3548.1,3529.72,3569.92,3522.9,148110510.0
2024-03-08,3529.55,3544.91,3548.51,3511.58,125792664.0
2024-03-11,3545.94,3589.26,3589.26,3542.28,148202825.0
2024-03-12,3592.58,3597.49,3605.7,3574.21,180685560.0
2024-03-13,3594.42,3572.36,3594.42,3563.37,144590590.0
2024-03-14,3571.79,3562.22,3597.46,3545.61,140962722.0
2024-03-15,3554.91,3569.99,3572.81,3533.68,138316044.0
2024-03-18,3577.06,3603.53,3604.05,3573.4,160379438.0
2024-03-19,3593.34,3577.63,3610.74,3577.19,145571786.0
2024-03-20,3568.72,3585.38,3589.55,3568.43,129528966.0
2024-03-21,3593.07,3581.09,3601.11,3575.03,130743377.0
2024-03-22,3571.27,3545.0,3575.72,3522.84,139227358.0
2024-03-25,3536.71,3525.76,3564.96,3525.76,137015724.0
2024-03-26,3526.68,3543.75,3547.65,3518.6,126209535.0
2024-03-27,3538.72,3502.79,3542.96,3502.79,128626763.0
2024-03-28,3498.48,3520.96,3551.21,3489.39,143334717.0
2024-03-29,3516.88,3537.48,3538.24,3516.88,128643290.0
2024-04-01,3551.58,3595.65,3600.92,3551.58,162776561.0
2024-04-02,3593.22,3580.68,3596.19,3568.75,141272972.0
2024-04-03,3578.68,3567.8,3582.43,3558.87,135592331.0
2024-04-08,3553.56,3536.41,3567.82,3535.77,155304283.0
2024-04-09,3533.38,3533.49,3543.71,3518.86,129670942.0
2024-04-10,3528.97,3504.71,3531.23,3490.05,128790274.0
2024-04-11,3485.03,3504.24,3520.59,3484.93,126534395.0
2024-04-12,3505.75,3475.84,3516.7,3470.06,128921116.0
2024-04-15,3473.5,3549.08,3552.41,3473.5,183941250.0
2024-04-16,3533.36,3511.11,3545.5,3503.62,176153065.0
2024-04-17,3509.13,3565.4,3565.94,3498.03,168466398.0
2024-04-18,3550.56,3569.8,3602.79,3547.6,178574105.0
2024-04-19,3550.61,3541.66,3560.95,3529.32,147281505.0
2024-04-22,3536.18,3530.9,3558.16,3528.02,150579042.0
2024-04-23,3525.67,3506.22,3533.76,3499.98,143113504.0
2024-04-24,3514.01,3521.62,3524.54,3495.65,121739851.0
2024-04-25,3510.64,3530.28,3543.97,3505.2,115187722.0
2024-04-26,3531.96,3584.27,3588.4,3531.96,197216133.0
2024-04-29,3584.54,3623.91,3645.82,3578.76,222721381.0
2024-04-30,3619.26,3604.39,3630.71,3604.39,191296899.0
2024-05-06,3654.05,3657.88,3668.26,3645.74,208018007.0
2024-05-07,3657.0,3659.01,3665.68,3648.38,164834286.0
2024-05-08,3650.75,3630.22,3650.94,3628.7,130035336.0
2024-05-09,3630.41,3664.56,3669.76,3630.41,146559017.0
2024-05-10,3669.09,3666.28,3674.61,3641.76,150720536.0
2024-05-13,3646.35,3664.69,3673.62,3634.6,157267455.0
2024-05-14,3668.23,3657.05,3675.78,3646.71,133406490.0
2024-05-15,3651.05,3626.06,3656.53,3624.0,123522764.0
2024-05-16,3636.6,3640.36,3657.48,3626.33,154630503.0
2024-05-17,3638.56,3677.97,3677.97,3627.45,164570417.0
2024-05-20,3682.06,3690.96,3703.03,3677.44,184609423.0
2024-05-21,3682.29,3676.16,3684.61,3665.15,130678283.0
2024-05-22,3675.65,3684.45,3691.88,3667.09,151914605.0
2024-05-23,3672.84,3641.79,3674.37,3633.51,142572990.0
2024-05-24,3630.83,3601.48,3650.87,3599.67,124791177.0
2024-05-27,3606.65,3635.71,3638.15,3603.71,131272644.0
2024-05-28,3633.25,3609.17,3638.97,3605.92,123532238.0
2024-05-29,3609.07,3613.52,3633.2,3602.82,115906321.0
2024-05-30,3607.05,3594.31,3624.04,3586.75,122602995.0
2024-05-31,3599.82,3579.92,3614.64,3579.92,112462019.0
2024-06-03,3577.38,3588.75,3600.6,3567.87,141054591.0
2024-06-04,3583.81,3615.67,3622.5,3580.28,124545096.0
2024-06-05,3610.36,3594.79,3623.32,3594.11,110906766.0
2024-06-06,3602.16,3592.25,3625.01,3584.17,137893517.0
2024-06-07,3594.63,3574.11,3603.07,3552.09,131103026.0
2024-06-11,3555.82,3542.88,3565.31,3525.89,134522306.0
2024-06-12,3539.09,3544.12,3551.17,3531.57,122813729.0
2024-06-13,3548.22,3526.13,3551.08,3520.18,123245462.0
2024-06-14,3514.8,3541.53,3547.15,3503.52,171516942.0
2024-06-17,3521.44,3536.2,3540.79,3520.74,137433438.0
2024-06-18,3533.49,3545.59,3551.71,3532.78,123671838.0
2024-06-19,3543.36,3528.75,3543.36,3524.84,106642797.0
2024-06-20,3525.17,3503.28,3533.99,3500.13,111617396.0
2024-06-21,3496.34,3495.62,3505.51,3473.83,109186615.0
2024-06-24,3473.64,3476.81,3505.78,3471.22,117990184.0
2024-06-25,3475.16,3457.9,3483.22,3440.65,118448118.0
2024-06-26,3451.54,3480.26,3487.4,3442.3,105898861.0
2024-06-27,3467.29,3454.12,3471.14,3452.58,114918101.0
2024-06-28,3443.67,3461.66,3484.68,3443.67,135409153.0
2024-07-01,3458.26,3478.18,3479.95,3443.81,121829770.0
2024-07-02,3472.45,3471.79,3488.32,3464.52,121650121.0
2024-07-03,3471.56,3463.41,3478.7,3454.99,103857108.0
2024-07-04,3468.3,3445.81,3483.31,3444.93,104429909.0
2024-07-05,3443.36,3431.06,3451.04,3399.67,116609659.0
2024-07-08,3420.8,3401.76,3428.04,3395.91,115528218.0
2024-07-09,3396.8,3439.81,3448.93,3384.81,131629443.0
2024-07-10,3425.88,3428.97,3447.51,3423.65,127203456.0
2024-07-11,3451.04,3468.17,3473.98,3438.12,145892466.0
2024-07-12,3459.96,3472.4,3479.1,3457.36,130874589.0
2024-07-15,3462.61,3476.25,3481.46,3460.79,118517083.0
2024-07-16,3466.85,3498.28,3500.29,3464.37,120659017.0
2024-07-17,3494.21,3501.58,3514.48,3486.22,131802062.0
2024-07-18,3483.3,3520.93,3522.8,3475.72,123768199.0
2024-07-19,3500.81,3539.02,3545.34,3493.07,132447975.0
2024-07-22,3538.4,3514.92,3540.19,3494.01,132126337.0
2024-07-23,3509.79,3439.88,3509.79,3439.88,128897660.0
2024-07-24,3432.35,3418.17,3451.42,3408.41,127036263.0
2024-07-25,3404.61,3399.27,3415.86,3383.8,131022242.0
2024-07-26,3403.71,3409.29,3420.82,3388.66,124195558.0
2024-07-29,3404.37,3390.74,3408.5,3388.84,109787786.0
2024-07-30,3380.69,3369.38,3380.69,3352.8,104952164.0
2024-07-31,3364.03,3442.08,3445.0,3364.03,171959177.0
2024-08-01,3443.14,3419.27,3448.34,3419.19,136323464.0
2024-08-02,3393.92,3384.39,3419.1,3380.96,116615255.0
2024-08-05,3362.11,3343.32,3409.03,3343.32,142812516.0
2024-08-06,3367.35,3342.98,3376.8,3318.63,119340279.0
2024-08-07,3338.59,3341.49,3362.38,3329.97,95084377.0
2024-08-08,3332.43,3342.94,3364.79,3320.84,92495695.0
2024-08-09,3358.13,3331.63,3366.67,3331.63,91511626.0
2024-08-12,3327.56,3325.86,3338.08,3319.89,79938754.0
2024-08-13,3328.01,3334.39,3335.01,3310.19,84489679.0
2024-08-14,3332.79,3309.24,3332.79,3309.1,78742407.0
2024-08-15,3301.45,3341.95,3356.76,3297.97,104766399.0
2024-08-16,3342.03,3345.63,3356.91,3335.62,96519083.0
2024-08-19,3344.26,3356.97,3375.96,3343.71,105571110.0
2024-08-20,3361.64,3332.7,3362.33,3321.64,101668331.0
2024-08-21,3322.91,3321.64,3339.44,3307.99,89954751.0
2024-08-22,3322.87,3313.14,3327.7,3305.25,100366504.0
2024-08-23,3305.93,3327.19,3336.24,3305.64,89525774.0
2024-08-26,3330.72,3324.22,3336.53,3311.57,93990772.0
2024-08-27,3315.69,3305.33,3320.57,3299.56,95808157.0
2024-08-28,3298.91,3286.5,3305.35,3274.59,92696650.0
2024-08-29,3273.54,3277.68,3290.79,3269.53,130702333.0
2024-08-30,3273.75,3321.43,3351.63,3273.65,188695443.0
2024-09-02,3307.54,3265.01,3307.76,3264.76,147612353.0
2024-09-03,3261.74,3273.43,3281.59,3261.19,122897306.0
2024-09-04,3253.9,3252.16,3272.99,3249.98,104832482.0
2024-09-05,3252.96,3257.76,3266.88,3247.17,97109450.0
2024-09-06,3261.15,3231.35,3274.81,3231.07,88400417.0
2024-09-09,3214.8,3192.95,3222.93,3180.93,108673069.0
2024-09-10,3193.46,3195.76,3205.1,3171.79,97290078.0
2024-09-11,3187.05,3186.13,3197.34,3174.03,102482110.0
2024-09-12,3189.43,3172.47,3201.55,3171.88,92868657.0
2024-09-13,3174.03,3159.25,3188.91,3159.25,88336677.0
2024-09-18,3158.82,3171.01,3179.9,3145.79,84722814.0
2024-09-19,3178.4,3196.04,3213.84,3149.79,125439272.0
2024-09-20,3192.43,3201.05,3207.99,3173.22,118064098.0
2024-09-23,3200.87,3212.76,3230.16,3198.02,95344855.0
2024-09-24,3244.65,3351.91,3351.97,3222.49,204072217.0
2024-09-25,3403.7,3401.53,3465.49,3393.44,241564255.0
2024-09-26,3399.32,3545.32,3545.32,3391.68,243134010.0
2024-09-27,3617.92,3703.68,3708.5,3596.58,265487774.0
2024-09-30,3846.65,4017.85,4038.7,3796.5,510217707.0
2024-10-08,4450.37,4256.1,4450.37,4094.35,589867894.0
2024-10-09,4168.84,3955.98,4197.6,3942.51,482269295.0
2024-10-10,3979.61,3997.79,4098.5,3912.77,395053099.0
2024-10-11,3969.76,3887.17,3978.24,3847.12,274096505.0
2024-10-14,3915.22,3961.34,3979.54,3868.78,307578993.0
2024-10-15,3942.53,3855.99,3967.87,3855.99,242486448.0
2024-10-16,3806.14,3831.59,3877.75,3805.09,218866407.0
2024-10-17,3853.84,3788.22,3882.07,3787.75,212313820.0
2024-10-18,3780.31,3925.23,3998.21,3765.16,312958834.0
2024-10-21,3946.9,3935.2,3979.26,3896.17,291185634.0
2024-10-22,3923.74,3957.78,3965.91,3917.52,223433396.0
2024-10-23,3955.32,3973.21,4012.18,3939.1,245873949.0
2024-10-24,3950.9,3928.83,3957.98,3914.09,174724062.0
2024-10-25,3931.32,3956.42,3992.89,3921.94,210694885.0
2024-10-28,3953.11,3964.16,3964.16,3917.2,216160415.0
2024-10-29,3970.01,3924.65,3991.31,3921.58,217293984.0
2024-10-30,3904.16,3889.45,3926.06,3864.31,219436626.0
2024-10-31,3888.42,3891.04,3923.9,3859.11,300636718.0
2024-11-01,3882.46,3890.02,3933.22,3879.96,307986481.0
2024-11-04,3897.71,3944.76,3944.76,3891.21,229239060.0
2024-11-05,3937.62,4044.57,4046.7,3925.41,316862794.0
2024-11-06,4051.29,4024.28,4091.7,4002.5,335807938.0
2024-11-07,3987.27,4145.7,4146.15,3984.67,341436414.0
2024-11-08,4192.08,4104.05,4200.91,4094.16,332350385.0
2024-11-11,4066.93,4131.13,4132.51,4048.04,289594227.0
2024-11-12,4133.35,4085.74,4181.71,4060.79,297778086.0
2024-11-13,4059.59,4110.89,4121.07,4059.59,240484099.0
2024-11-14,4101.22,4039.62,4118.17,4034.94,230152784.0
2024-11-15,4025.65,3968.83,4049.07,3968.83,247399463.0
2024-11-18,3982.1,3950.38,4034.06,3931.19,306777946.0
2024-11-19,3954.6,3976.89,3979.15,3896.75,242946465.0
2024-11-20,3966.12,3985.77,4001.08,3958.34,184599372.0
2024-11-21,3979.46,3989.3,3999.57,3966.07,166125927.0
2024-11-22,3984.24,3865.7,3990.26,3865.7,216285809.0
2024-11-25,3875.61,3848.09,3889.71,3812.32,190702953.0
2024-11-26,3836.26,3840.18,3875.23,3833.28,149892441.0
2024-11-27,3829.34,3907.04,3907.16,3817.91,174136096.0
2024-11-28,3904.25,3872.55,3908.39,3866.01,150117291.0
2024-11-29,3869.89,3916.58,3962.7,3869.89,187656713.0
2024-12-02,3909.7,3947.63,3955.13,3902.17,197289784.0
2024-12-03,3946.7,3951.89,3963.95,3922.84,182496867.0
2024-12-04,3948.13,3930.56,3957.37,3917.75,174626318.0
2024-12-05,3916.56,3921.59,3936.34,3910.08,138534038.0
2024-12-06,3923.9,3973.14,3995.12,3923.9,192057907.0
2024-12-09,3970.66,3966.57,3995.51,3948.42,175959958.0
2024-12-10,4094.05,3995.64,4098.38,3988.97,253463795.0
2024-12-11,3988.02,3988.83,4005.33,3977.35,177252846.0
2024-12-12,3987.15,4028.5,4031.74,3981.35,181621777.0
2024-12-13,4000.99,3933.18,4000.99,3931.74,230353079.0
2024-12-16,3930.78,3911.84,3938.76,3901.65,178511251.0
2024-12-17,3908.13,3922.03,3955.95,3908.13,160939090.0
2024-12-18,3934.54,3941.89,3956.14,3933.97,157738321.0
2024-12-19,3911.89,3945.46,3954.35,3899.75,161081040.0
2024-12-20,3937.47,3927.74,3958.63,3923.26,154986496.0
2024-12-23,3928.15,3933.57,3965.85,3928.15,190067362.0
2024-12-24,3934.94,3983.69,3985.86,3934.73,161494589.0
2024-12-25,3987.96,3985.63,4007.76,3969.48,159390747.0
2024-12-26,3981.73,3987.48,3991.53,3965.55,143425286.0
2024-12-27,3987.02,3981.03,4007.13,3970.94,169268666.0
2024-12-30,3976.7,3999.05,4005.78,3976.7,164612485.0
2024-12-31,3995.87,3934.91,4004.35,3934.91,183928397.0
2025-01-02,3931.82,3820.4,3934.2,3796.34,217898724.0
2025-01-03,3825.24,3775.16,3835.94,3767.67,175342676.0
2025-01-06,3775.99,3768.97,3788.85,3743.07,150946670.0
2025-01-07,3760.87,3796.11,3797.6,3749.06,146455779.0
2025-01-08,3781.26,3789.22,3810.74,3731.19,169166968.0
2025-01-09,3780.73,3779.88,3795.26,3768.68,129794002.0
2025-01-10,3778.89,3732.48,3786.81,3732.48,137523171.0
2025-01-13,3704.44,3722.51,3737.89,3704.11,136446199.0
2025-01-14,3728.56,3820.54,3826.64,3718.88,170664657.0
2025-01-15,3810.04,3796.03,3816.83,3790.17,141475520.0
2025-01-16,3812.19,3800.38,3842.95,3776.29,144505871.0
2025-01-17,3788.37,3812.34,3831.64,3780.21,126621961.0
2025-01-20,3835.3,3829.68,3858.67,3821.98,139581277.0
2025-01-21,3850.36,3832.61,3850.91,3817.12,141218406.0
2025-01-22,3823.94,3797.02,3823.94,3783.14,137255062.0
2025-01-23,3829.05,3803.74,3864.26,3801.85,180569551.0
2025-01-24,3793.85,3832.86,3847.6,3793.48,148971722.0
2025-01-27,3836.96,3817.08,3852.0,3817.08,146670772.0
2025-02-05,3844.7,3795.08,3844.7,3785.16,157168308.0
2025-02-06,3789.61,3842.83,3843.49,3788.32,167288176.0
2025-02-07,3844.06,3892.7,3919.35,3833.87,221857707.0
2025-02-10,3898.1,3901.06,3906.37,3878.83,188903040.0
2025-02-11,3905.16,3883.14,3905.16,3872.91,166574909.0
2025-02-12,3875.96,3919.86,3920.72,3867.35,164228540.0
2025-02-13,3913.9,3905.14,3939.2,3904.98,172485874.0
2025-02-14,3900.83,3939.01,3942.04,3900.83,172976452.0
2025-02-17,3954.41,3947.4,3955.9,3921.7,213588246.0
2025-02-18,3942.58,3912.78,3965.42,3901.87,209425101.0
2025-02-19,3906.22,3940.16,3943.67,3904.15,182829517.0
2025-02-20,3934.65,3928.9,3940.68,3916.18,163895236.0
2025-02-21,3938.05,3978.44,3981.05,3927.79,227400330.0
2025-02-24,3972.48,3969.72,3995.95,3949.23,220810618.0
2025-02-25,3933.64,3925.65,3955.43,3915.65,178108580.0
2025-02-26,3931.84,3959.94,3960.33,3925.37,191062501.0
2025-02-27,3961.06,3968.12,3973.93,3933.46,202887963.0
2025-02-28,3950.19,3890.05,3972.48,3886.4,198104147.0
2025-03-03,3899.7,3888.47,3930.0,3872.59,177623166.0
2025-03-04,3865.99,3885.22,3890.42,3855.73,149850967.0
2025-03-05,3887.8,3902.57,3906.42,3877.02,158652751.0
2025-03-06,3923.38,3956.24,3964.49,3917.08,193960915.0
2025-03-07,3944.91,3944.01,3967.07,3935.05,166732375.0
2025-03-10,3945.58,3928.8,3949.14,3905.13,152765232.0
2025-03-11,3890.43,3941.42,3941.42,3889.43,144754402.0
2025-03-12,3946.86,3927.23,3953.61,3921.47,156732190.0
2025-03-13,3925.74,3911.58,3939.29,3897.38,156536443.0
